id_publisher,id_collection,number,quantity,price,cover,status
1,1,1,1,64.9,cover.svg,complete
1,1,2,1,64.9,cover.svg,complete
1,1,3,1,64.9,cover.svg,complete
1,1,4,1,64.9,cover.svg,complete
1,1,5,1,64.9,cover.svg,complete
1,1,6,1,64.9,cover.svg,complete
1,1,7,1,64.9,cover.svg,complete
1,1,8,1,64.9,cover.svg,complete
1,1,9,1,64.9,cover.svg,complete
1,1,10,1,64.9,cover.svg,complete
1,2,1,1,647.8,cover.svg,not_read
1,3,1,1,20.0,cover.svg,complete
1,4,1,1,750,cover.svg,not_read
